"bio_1" "bio_2" "bio_3" "bio_4" "bio_8" "bio_12" "bio_15" "bio_18"
"54" 168.772222222222 134.572222222222 48.3466666666667 4919.01 224.472222222222 844.167777777778 49.4322222222222 306.983333333333
"55" 175.20351758794 117.752512562814 46.5477386934673 4572.91457286432 214.045226130653 1153.66834170854 18.7788944723618 303.350502512563
"56" 97.4181240063593 130.974562798092 54.0810810810811 4013.90779014308 52.456279809221 1111.82988871224 68.489666136725 91.8982511923688
"57" 138.385555555556 157.643333333333 49.7644444444444 5717.16222222222 152.984444444444 273.018888888889 32.0655555555556 78.4288888888889
"58" 148.451527224436 136.980079681275 46.6268260292165 5389.62682602922 197.641434262948 625.925630810093 34.5869853917663 189.649402390438
"59" 75.2948328267477 101.548632218845 48.8343465045593 3847.87689969605 32.7613981762918 1153.22036474164 44.9878419452888 173.133738601824
"60" 108.416356877323 129.047087980173 47.8513011152416 5123.83643122677 68.2069392812887 181.760842627014 28.9752168525403 35.9714993804213
"61" 60.1664656212304 89.6562123039807 46.0506634499397 3859.5138721351 43.4933655006031 913.905910735826 22.2593486127865 206.780458383595
"62" 96.6820083682008 107.071129707113 45.9728033472803 4706.16945606695 53.9497907949791 201.700836820084 25.2928870292887 43.3786610878661
"63" 54.0628803245436 80.4908722109533 47.9046653144016 3138.04868154158 67.0588235294118 1068.26369168357 13.551724137931 274.178498985801
